"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2200562116483","80.158953949615","80.0391425994678","79.8871019695523","79.7102673816599","79.519477420294","79.4015410254853","79.2736211914257","79.1572941167243","79.0296984031992","78.9239308562166","78.8738875260866","78.8261758063868","78.7691692228343","78.6807045037411","78.6057601442433","78.4609097238724","78.3033734349556","78.155150417259","77.78228691792","77.4175087370172","77.2546339580414","77.1924166935924","77.1839188530402","77.1207171746348","77.185111386706","77.1328315782609","77.0216610188043","76.8097224663451","76.6403919805938","74.9732445367635","75.5589382560147",
"Afghanistan","AFG","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.4300003051758","77.1760025024414","76.8710021972656","76.5800018310547","76.3300018310547","76.1019973754883","76.1399993896484","76.2620010375977","76.4150009155273","76.5490036010742","76.6460037231445","76.588996887207","76.4909973144531","76.3929977416992","76.3320007324219","76.318000793457","76.4219970703125","76.5670013427734","76.7119979858398","76.8130035400391","76.8420028686523","76.6589965820313","76.4199981689453","75.5879974365234","74.7369995117188","73.875","73.0449981689453","72.1829986572266","72.0230026245117","71.8629989624023","65.5800018310547","66.5149993896484",
"Africa Western and Central","AFW","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5741964255972","72.5803272487728","72.5183662635793","72.3941077311103","72.221211758346","72.0217989911713","71.9391815941584","71.8181840097537","71.6698141734657","71.4671176327198","71.2637505630199","71.1803626924241","71.0770584716027","70.9774748661224","70.9060391649606","70.7878027730898","70.7505399377456","70.610807870396","70.3820857949936","70.1306341196299","69.8560762693155","69.698255610624","68.2630568864381","66.7899147493346","66.6208726110652","66.5581384586531","66.5978411825665","66.6251310370498","66.6627809172857","66.7060812570829","65.6107103020655","65.9188943356715",
"Angola","AGO","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2919998168945","79.3669967651367","79.4049987792969","79.4089965820313","79.3809967041016","79.3209991455078","79.3349990844727","79.3099975585938","79.2519989013672","79.1669998168945","79.0640029907227","79.0550003051758","79.0169982910156","78.9609985351563","78.9010009765625","78.8499984741211","78.8970031738281","78.9300003051758","78.9550018310547","78.9700012207031","78.9720001220703","79.8830032348633","79.9219970703125","79.9300003051758","79.9120025634766","79.8649978637695","79.8270034790039","79.7559967041016","79.6529998779297","79.5189971923828","78.7979965209961","79.0709991455078",
"Albania","ALB","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5100021362305","75.1429977416992","75.8580017089844","75.2220001220703","74.6800003051758","73.7679977416992","73.0230026245117","73.7259979248047","72.9169998168945","71.8840026855469","71.2979965209961","70.7020034790039","70.4240036010742","68.9599990844727","67.4649963378906","65.9300003051758","64.3570022583008","62.75","61.1139984130859","64.2919998168945","63.7879981994629","67.4830017089844","65.1969985961914","61.1800003051758","62.984001159668","63.9570007324219","64.8000030517578","66.4400024414063","67.2470016479492","67.7419967651367","65.6309967041016","66.1539993286133",
"Andorra","AND","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0247575371558","74.8895857060195","74.7190857877992","75.1881021984932","75.1723608031403","74.8568095299895","74.545653536505","74.3039134070363","73.9214826027128","74.1540198715343","73.4330672258172","72.3886159045234","71.6286988753717","71.6942244133498","71.8023029810405","71.9502130570775","72.1394144421093","71.9720491023362","72.0642333103501","71.8539600015138","72.6794216572552","72.3626304006445","72.5304504611243","72.5788978283835","72.0497833904038","71.5461798357413","71.314891975518","70.7684785153625","70.8233919771364","71.0503196829984","69.3154404401474","69.5928764723302",
"United Arab Emirates","ARE","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.713996887207","91.8939971923828","91.9889984130859","92.1959991455078","92.1679992675781","92.1370010375977","92.1429977416992","92.1139984130859","92.0530014038086","91.9690017700195","91.8649978637695","91.9680023193359","92.0770034790039","92.0540008544922","91.7669982910156","91.2429962158203","90.443000793457","89.7320022583008","89.2509994506836","89.0559997558594","89.125","89.4720001220703","89.9759979248047","90.556999206543","91.0979995727539","91.5090026855469","91.6969985961914","91.5589981079102","90.6210021972656","90.6859970092773","87.1910018920898","88.0029983520508",
"Argentina","ARG","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3889999389648","74.8119964599609","75.1070022583008","75.379997253418","75.5220031738281","75.1969985961914","75.3580017089844","75.6600036621094","75.7460021972656","75.4410018920898","75.2799987792969","74.8970031738281","74.1019973754883","74.4909973144531","74.8710021972656","74.8949966430664","74.7939987182617","74.265998840332","73.7289962768555","73.6600036621094","73.6009979248047","74.265998840332","73.5380020141602","73.1350021362305","72.2829971313477","71.7490005493164","71.2129974365234","70.6740036010742","70.7170028686523","71.2229995727539","66.140998840332","71.6029968261719",
